order_item_id,order_id,product_id,quantity,price_per_unit,total_price
ITEM_10393,ORD_9393,PROD_2092,2,4093,8186
ITEM_10394,ORD_9394,PROD_2099,1,3259,3259
ITEM_10395,ORD_9395,PROD_2245,3,1220,3660
ITEM_10396,ORD_9396,PROD_2044,2,2856,5712
ITEM_10397,ORD_9397,PROD_2015,3,1507,4521
ITEM_10398,ORD_9398,PROD_2059,1,4242,4242
ITEM_10399,ORD_9399,PROD_2005,3,4667,14001
ITEM_10400,ORD_9400,PROD_2091,1,1251,1251
ITEM_10401,ORD_9401,PROD_2041,3,3986,11958
ITEM_10402,ORD_9402,PROD_2170,2,4812,9624
ITEM_10403,ORD_9403,PROD_2172,2,1946,3892
ITEM_10404,ORD_9404,PROD_2199,1,1421,1421
ITEM_10405,ORD_9405,PROD_2175,2,2201,4402
ITEM_10406,ORD_9406,PROD_2019,3,1037,3111
ITEM_10407,ORD_9407,PROD_2045,3,2076,6228
ITEM_10408,ORD_9408,PROD_2056,3,4980,14940
ITEM_10409,ORD_9409,PROD_2203,1,1244,1244
ITEM_10410,ORD_9410,PROD_2105,3,2004,6012
ITEM_10411,ORD_9411,PROD_2211,3,1531,4593
ITEM_10412,ORD_9412,PROD_2080,2,3263,6526
ITEM_10413,ORD_9413,PROD_2143,1,4752,4752
ITEM_10414,ORD_9414,PROD_2159,3,525,1575
ITEM_10415,ORD_9415,PROD_2117,3,1759,5277
ITEM_10416,ORD_9416,PROD_2236,2,3355,6710
ITEM_10417,ORD_9417,PROD_2118,1,994,994
ITEM_10418,ORD_9418,PROD_2135,1,1562,1562
ITEM_10419,ORD_9419,PROD_2050,2,4289,8578
ITEM_10420,ORD_9420,PROD_2228,2,4592,9184
ITEM_10421,ORD_9421,PROD_2075,2,4300,8600
ITEM_10422,ORD_9422,PROD_2205,2,526,1052
ITEM_10423,ORD_9423,PROD_2048,1,1928,1928
ITEM_10424,ORD_9424,PROD_2049,1,2777,2777
ITEM_10425,ORD_9425,PROD_2084,3,359,1077
ITEM_10426,ORD_9426,PROD_2140,3,3398,10194
ITEM_10427,ORD_9427,PROD_2059,3,4242,12726
ITEM_10428,ORD_9428,PROD_2181,1,1048,1048
ITEM_10429,ORD_9429,PROD_2150,3,4985,14955
ITEM_10430,ORD_9430,PROD_2156,3,2126,6378
ITEM_10431,ORD_9431,PROD_2048,2,1928,3856
ITEM_10432,ORD_9432,PROD_2187,1,1867,1867
ITEM_10433,ORD_9433,PROD_2246,2,4354,8708
ITEM_10434,ORD_9434,PROD_2045,3,2076,6228
ITEM_10435,ORD_9435,PROD_2036,1,1916,1916
ITEM_10436,ORD_9436,PROD_2068,2,294,588
ITEM_10437,ORD_9437,PROD_2167,3,2657,7971
ITEM_10438,ORD_9438,PROD_2054,3,4615,13845
ITEM_10439,ORD_9439,PROD_2116,1,4074,4074
ITEM_10440,ORD_9440,PROD_2179,2,4533,9066
ITEM_10441,ORD_9441,PROD_2224,3,2889,8667
ITEM_10442,ORD_9442,PROD_2240,3,4610,13830
ITEM_10443,ORD_9443,PROD_2005,1,4667,4667
ITEM_10444,ORD_9444,PROD_2109,1,2906,2906
ITEM_10445,ORD_9445,PROD_2021,1,3140,3140
ITEM_10446,ORD_9446,PROD_2153,3,4360,13080
ITEM_10447,ORD_9447,PROD_2076,3,4358,13074
ITEM_10448,ORD_9448,PROD_2074,2,226,452
ITEM_10449,ORD_9449,PROD_2142,2,3665,7330
ITEM_10450,ORD_9450,PROD_2061,3,1452,4356
ITEM_10451,ORD_9451,PROD_2163,3,2336,7008
ITEM_10452,ORD_9452,PROD_2149,3,668,2004
ITEM_10453,ORD_9453,PROD_2197,1,279,279
ITEM_10454,ORD_9454,PROD_2039,1,1601,1601
ITEM_10455,ORD_9455,PROD_2053,2,2220,4440
ITEM_10456,ORD_9456,PROD_2167,2,2657,5314
ITEM_10457,ORD_9457,PROD_2014,2,2478,4956
ITEM_10458,ORD_9458,PROD_2087,1,2173,2173
ITEM_10459,ORD_9459,PROD_2177,1,3789,3789
ITEM_10460,ORD_9460,PROD_2013,2,2005,4010
ITEM_10461,ORD_9461,PROD_2210,1,1466,1466
ITEM_10462,ORD_9462,PROD_2031,2,853,1706
ITEM_10463,ORD_9463,PROD_2125,3,1769,5307
ITEM_10464,ORD_9464,PROD_2173,3,2372,7116
ITEM_10465,ORD_9465,PROD_2022,1,2366,2366
ITEM_10466,ORD_9466,PROD_2208,3,1042,3126
ITEM_10467,ORD_9467,PROD_2249,2,2622,5244
ITEM_10468,ORD_9468,PROD_2171,2,800,1600
ITEM_10469,ORD_9469,PROD_2147,1,4944,4944
ITEM_10470,ORD_9470,PROD_2011,2,1828,3656
ITEM_10471,ORD_9471,PROD_2047,3,2393,7179
ITEM_10472,ORD_9472,PROD_2185,2,2508,5016
ITEM_10473,ORD_9473,PROD_2190,3,616,1848
ITEM_10474,ORD_9474,PROD_2229,1,426,426
ITEM_10475,ORD_9475,PROD_2144,1,4186,4186
ITEM_10476,ORD_9476,PROD_2142,2,3665,7330
ITEM_10477,ORD_9477,PROD_2187,3,1867,5601
ITEM_10478,ORD_9478,PROD_2163,1,2336,2336
ITEM_10479,ORD_9479,PROD_2212,2,3577,7154
ITEM_10480,ORD_9480,PROD_2015,2,1507,3014
ITEM_10481,ORD_9481,PROD_2007,3,444,1332
ITEM_10482,ORD_9482,PROD_2112,3,4176,12528
ITEM_10483,ORD_9483,PROD_2226,1,3076,3076
ITEM_10484,ORD_9484,PROD_2045,3,2076,6228
ITEM_10485,ORD_9485,PROD_2162,3,4482,13446
ITEM_10486,ORD_9486,PROD_2081,3,4618,13854
ITEM_10487,ORD_9487,PROD_2034,3,3188,9564
ITEM_10488,ORD_9488,PROD_2118,1,994,994
ITEM_10489,ORD_9489,PROD_2054,1,4615,4615
ITEM_10490,ORD_9490,PROD_2123,1,3498,3498
ITEM_10491,ORD_9491,PROD_2050,2,4289,8578
ITEM_10492,ORD_9492,PROD_2172,2,1946,3892
ITEM_10493,ORD_9493,PROD_2243,2,2904,5808
ITEM_10494,ORD_9494,PROD_2223,3,1782,5346
ITEM_10495,ORD_9495,PROD_2124,3,1095,3285
ITEM_10496,ORD_9496,PROD_2201,1,4971,4971
ITEM_10497,ORD_9497,PROD_2042,1,2411,2411
ITEM_10498,ORD_9498,PROD_2047,3,2393,7179
ITEM_10499,ORD_9499,PROD_2115,2,4072,8144
ITEM_10500,ORD_9500,PROD_2082,2,204,408
ITEM_10501,ORD_9501,PROD_2054,2,4615,9230
ITEM_10502,ORD_9502,PROD_2032,2,1027,2054
ITEM_10503,ORD_9503,PROD_2136,1,4178,4178
ITEM_10504,ORD_9504,PROD_2085,2,3173,6346
ITEM_10505,ORD_9505,PROD_2164,2,2773,5546
ITEM_10506,ORD_9506,PROD_2106,3,781,2343
ITEM_10507,ORD_9507,PROD_2187,3,1867,5601
ITEM_10508,ORD_9508,PROD_2091,1,1251,1251
ITEM_10509,ORD_9509,PROD_2001,2,1112,2224
ITEM_10510,ORD_9510,PROD_2144,1,4186,4186
ITEM_10511,ORD_9511,PROD_2070,2,4598,9196
ITEM_10512,ORD_9512,PROD_2219,3,2022,6066
ITEM_10513,ORD_9513,PROD_2108,2,752,1504
ITEM_10514,ORD_9514,PROD_2231,3,4956,14868
ITEM_10515,ORD_9515,PROD_2077,1,2644,2644
ITEM_10516,ORD_9516,PROD_2159,2,525,1050
ITEM_10517,ORD_9517,PROD_2150,1,4985,4985
ITEM_10518,ORD_9518,PROD_2050,1,4289,4289
ITEM_10519,ORD_9519,PROD_2170,1,4812,4812
ITEM_10520,ORD_9520,PROD_2031,3,853,2559
ITEM_10521,ORD_9521,PROD_2209,2,4786,9572
ITEM_10522,ORD_9522,PROD_2081,1,4618,4618
ITEM_10523,ORD_9523,PROD_2239,3,213,639
ITEM_10524,ORD_9524,PROD_2203,1,1244,1244
ITEM_10525,ORD_9525,PROD_2129,1,3989,3989
ITEM_10526,ORD_9526,PROD_2083,3,2855,8565
ITEM_10527,ORD_9527,PROD_2052,1,2369,2369
ITEM_10528,ORD_9528,PROD_2106,1,781,781
ITEM_10529,ORD_9529,PROD_2023,3,3963,11889
ITEM_10530,ORD_9530,PROD_2237,1,1757,1757
ITEM_10531,ORD_9531,PROD_2080,2,3263,6526
ITEM_10532,ORD_9532,PROD_2079,1,1829,1829
ITEM_10533,ORD_9533,PROD_2046,2,2784,5568
ITEM_10534,ORD_9534,PROD_2020,3,3312,9936
ITEM_10535,ORD_9535,PROD_2035,1,3232,3232
ITEM_10536,ORD_9536,PROD_2203,2,1244,2488
ITEM_10537,ORD_9537,PROD_2225,2,768,1536
ITEM_10538,ORD_9538,PROD_2016,2,3662,7324
ITEM_10539,ORD_9539,PROD_2209,1,4786,4786
ITEM_10540,ORD_9540,PROD_2134,2,964,1928
ITEM_10541,ORD_9541,PROD_2195,1,3819,3819
ITEM_10542,ORD_9542,PROD_2153,3,4360,13080
ITEM_10543,ORD_9543,PROD_2234,3,2769,8307
ITEM_10544,ORD_9544,PROD_2049,1,2777,2777
ITEM_10545,ORD_9545,PROD_2069,1,1138,1138
ITEM_10546,ORD_9546,PROD_2030,3,2066,6198
ITEM_10547,ORD_9547,PROD_2019,3,1037,3111
ITEM_10548,ORD_9548,PROD_2199,2,1421,2842
ITEM_10549,ORD_9549,PROD_2049,3,2777,8331
ITEM_10550,ORD_9550,PROD_2103,2,2969,5938
ITEM_10551,ORD_9551,PROD_2056,3,4980,14940
ITEM_10552,ORD_9552,PROD_2078,3,4358,13074
ITEM_10553,ORD_9553,PROD_2075,1,4300,4300
ITEM_10554,ORD_9554,PROD_2163,3,2336,7008
ITEM_10555,ORD_9555,PROD_2237,3,1757,5271
ITEM_10556,ORD_9556,PROD_2160,3,871,2613
ITEM_10557,ORD_9557,PROD_2081,1,4618,4618
ITEM_10558,ORD_9558,PROD_2110,2,4411,8822
ITEM_10559,ORD_9559,PROD_2183,3,1076,3228
ITEM_10560,ORD_9560,PROD_2237,3,1757,5271
ITEM_10561,ORD_9561,PROD_2021,3,3140,9420
ITEM_10562,ORD_9562,PROD_2111,1,2481,2481
ITEM_10563,ORD_9563,PROD_2077,2,2644,5288
ITEM_10564,ORD_9564,PROD_2181,1,1048,1048
ITEM_10565,ORD_9565,PROD_2125,1,1769,1769
ITEM_10566,ORD_9566,PROD_2232,2,513,1026
ITEM_10567,ORD_9567,PROD_2063,1,3658,3658
ITEM_10568,ORD_9568,PROD_2182,3,2366,7098
ITEM_10569,ORD_9569,PROD_2235,3,4389,13167
ITEM_10570,ORD_9570,PROD_2160,2,871,1742
ITEM_10571,ORD_9571,PROD_2235,1,4389,4389
ITEM_10572,ORD_9572,PROD_2130,2,817,1634
ITEM_10573,ORD_9573,PROD_2196,3,3703,11109
ITEM_10574,ORD_9574,PROD_2186,1,1925,1925
ITEM_10575,ORD_9575,PROD_2226,1,3076,3076
ITEM_10576,ORD_9576,PROD_2099,2,3259,6518
ITEM_10577,ORD_9577,PROD_2006,3,3656,10968
ITEM_10578,ORD_9578,PROD_2156,2,2126,4252
ITEM_10579,ORD_9579,PROD_2209,3,4786,14358
ITEM_10580,ORD_9580,PROD_2238,3,563,1689
ITEM_10581,ORD_9581,PROD_2008,2,1991,3982
ITEM_10582,ORD_9582,PROD_2246,1,4354,4354
ITEM_10583,ORD_9583,PROD_2100,1,4439,4439
ITEM_10584,ORD_9584,PROD_2065,2,3326,6652
ITEM_10585,ORD_9585,PROD_2241,3,1814,5442
ITEM_10586,ORD_9586,PROD_2181,2,1048,2096
ITEM_10587,ORD_9587,PROD_2231,1,4956,4956
ITEM_10588,ORD_9588,PROD_2153,2,4360,8720
ITEM_10589,ORD_9589,PROD_2212,3,3577,10731
ITEM_10590,ORD_9590,PROD_2071,3,2986,8958
ITEM_10591,ORD_9591,PROD_2242,1,3733,3733
ITEM_10592,ORD_9592,PROD_2231,2,4956,9912
ITEM_10593,ORD_9593,PROD_2077,2,2644,5288
ITEM_10594,ORD_9594,PROD_2073,3,1495,4485
ITEM_10595,ORD_9595,PROD_2144,3,4186,12558
ITEM_10596,ORD_9596,PROD_2078,1,4358,4358
ITEM_10597,ORD_9597,PROD_2209,1,4786,4786
ITEM_10598,ORD_9598,PROD_2199,1,1421,1421
ITEM_10599,ORD_9599,PROD_2105,3,2004,6012
ITEM_10600,ORD_9600,PROD_2250,2,1242,2484
ITEM_10601,ORD_9601,PROD_2077,3,2644,7932
ITEM_10602,ORD_9602,PROD_2024,3,1222,3666
ITEM_10603,ORD_9603,PROD_2058,1,1333,1333
ITEM_10604,ORD_9604,PROD_2113,1,4617,4617
ITEM_10605,ORD_9605,PROD_2083,1,2855,2855
ITEM_10606,ORD_9606,PROD_2152,3,1489,4467
ITEM_10607,ORD_9607,PROD_2189,2,4202,8404
ITEM_10608,ORD_9608,PROD_2191,2,3669,7338
ITEM_10609,ORD_9609,PROD_2199,2,1421,2842
ITEM_10610,ORD_9610,PROD_2051,2,3958,7916
ITEM_10611,ORD_9611,PROD_2055,3,4988,14964
ITEM_10612,ORD_9612,PROD_2147,1,4944,4944
ITEM_10613,ORD_9613,PROD_2070,1,4598,4598
ITEM_10614,ORD_9614,PROD_2166,2,1272,2544
ITEM_10615,ORD_9615,PROD_2048,3,1928,5784
ITEM_10616,ORD_9616,PROD_2191,2,3669,7338
ITEM_10617,ORD_9617,PROD_2036,2,1916,3832
ITEM_10618,ORD_9618,PROD_2060,3,585,1755
ITEM_10619,ORD_9619,PROD_2207,2,2244,4488
ITEM_10620,ORD_9620,PROD_2180,1,4743,4743
ITEM_10621,ORD_9621,PROD_2168,3,2790,8370
ITEM_10622,ORD_9622,PROD_2052,2,2369,4738
ITEM_10623,ORD_9623,PROD_2190,1,616,616
ITEM_10624,ORD_9624,PROD_2071,3,2986,8958
ITEM_10625,ORD_9625,PROD_2067,2,2259,4518
ITEM_10626,ORD_9626,PROD_2246,2,4354,8708
ITEM_10627,ORD_9627,PROD_2007,1,444,444
ITEM_10628,ORD_9628,PROD_2227,3,4373,13119
ITEM_10629,ORD_9629,PROD_2166,2,1272,2544
ITEM_10630,ORD_9630,PROD_2197,1,279,279
ITEM_10631,ORD_9631,PROD_2224,1,2889,2889
ITEM_10632,ORD_9632,PROD_2044,2,2856,5712
ITEM_10633,ORD_9633,PROD_2010,2,417,834
ITEM_10634,ORD_9634,PROD_2164,3,2773,8319
ITEM_10635,ORD_9635,PROD_2023,1,3963,3963
ITEM_10636,ORD_9636,PROD_2196,1,3703,3703
ITEM_10637,ORD_9637,PROD_2010,3,417,1251
ITEM_10638,ORD_9638,PROD_2201,2,4971,9942
ITEM_10639,ORD_9639,PROD_2203,3,1244,3732
ITEM_10640,ORD_9640,PROD_2050,3,4289,12867
ITEM_10641,ORD_9641,PROD_2152,3,1489,4467
ITEM_10642,ORD_9642,PROD_2047,3,2393,7179
ITEM_10643,ORD_9643,PROD_2108,3,752,2256
ITEM_10644,ORD_9644,PROD_2123,1,3498,3498
ITEM_10645,ORD_9645,PROD_2229,2,426,852
ITEM_10646,ORD_9646,PROD_2182,1,2366,2366
ITEM_10647,ORD_9647,PROD_2136,3,4178,12534
ITEM_10648,ORD_9648,PROD_2172,1,1946,1946
ITEM_10649,ORD_9649,PROD_2008,2,1991,3982
ITEM_10650,ORD_9650,PROD_2128,2,1703,3406
ITEM_10651,ORD_9651,PROD_2046,3,2784,8352
ITEM_10652,ORD_9652,PROD_2199,2,1421,2842
ITEM_10653,ORD_9653,PROD_2013,2,2005,4010
ITEM_10654,ORD_9654,PROD_2232,3,513,1539
ITEM_10655,ORD_9655,PROD_2180,1,4743,4743
ITEM_10656,ORD_9656,PROD_2122,1,1006,1006
ITEM_10657,ORD_9657,PROD_2037,3,2387,7161
ITEM_10658,ORD_9658,PROD_2102,1,2040,2040
ITEM_10659,ORD_9659,PROD_2182,3,2366,7098
ITEM_10660,ORD_9660,PROD_2209,3,4786,14358
ITEM_10661,ORD_9661,PROD_2132,3,614,1842
ITEM_10662,ORD_9662,PROD_2221,1,2700,2700
ITEM_10663,ORD_9663,PROD_2062,1,1510,1510
ITEM_10664,ORD_9664,PROD_2015,2,1507,3014
ITEM_10665,ORD_9665,PROD_2086,3,2161,6483
ITEM_10666,ORD_9666,PROD_2139,3,3304,9912
ITEM_10667,ORD_9667,PROD_2022,3,2366,7098
ITEM_10668,ORD_9668,PROD_2250,1,1242,1242
ITEM_10669,ORD_9669,PROD_2133,2,4628,9256
ITEM_10670,ORD_9670,PROD_2213,1,1669,1669
ITEM_10671,ORD_9671,PROD_2237,3,1757,5271
ITEM_10672,ORD_9672,PROD_2013,3,2005,6015
ITEM_10673,ORD_9673,PROD_2008,1,1991,1991
ITEM_10674,ORD_9674,PROD_2249,2,2622,5244
ITEM_10675,ORD_9675,PROD_2005,1,4667,4667
ITEM_10676,ORD_9676,PROD_2032,3,1027,3081
ITEM_10677,ORD_9677,PROD_2130,3,817,2451
ITEM_10678,ORD_9678,PROD_2040,3,2205,6615
ITEM_10679,ORD_9679,PROD_2034,1,3188,3188
ITEM_10680,ORD_9680,PROD_2227,1,4373,4373
ITEM_10681,ORD_9681,PROD_2107,2,682,1364
ITEM_10682,ORD_9682,PROD_2240,1,4610,4610
ITEM_10683,ORD_9683,PROD_2016,3,3662,10986
ITEM_10684,ORD_9684,PROD_2012,1,4664,4664
ITEM_10685,ORD_9685,PROD_2056,2,4980,9960
ITEM_10686,ORD_9686,PROD_2036,2,1916,3832
ITEM_10687,ORD_9687,PROD_2091,2,1251,2502
ITEM_10688,ORD_9688,PROD_2109,2,2906,5812
ITEM_10689,ORD_9689,PROD_2206,2,1920,3840
ITEM_10690,ORD_9690,PROD_2003,3,2028,6084
ITEM_10691,ORD_9691,PROD_2136,3,4178,12534
ITEM_10692,ORD_9692,PROD_2066,3,4034,12102
ITEM_10693,ORD_9693,PROD_2076,2,4358,8716
ITEM_10694,ORD_9694,PROD_2197,1,279,279
ITEM_10695,ORD_9695,PROD_2064,1,720,720
ITEM_10696,ORD_9696,PROD_2162,1,4482,4482
ITEM_10697,ORD_9697,PROD_2193,1,2932,2932
ITEM_10698,ORD_9698,PROD_2142,1,3665,3665
ITEM_10699,ORD_9699,PROD_2139,1,3304,3304
ITEM_10700,ORD_9700,PROD_2061,3,1452,4356
ITEM_10701,ORD_9701,PROD_2240,3,4610,13830
ITEM_10702,ORD_9702,PROD_2166,2,1272,2544
ITEM_10703,ORD_9703,PROD_2030,3,2066,6198
ITEM_10704,ORD_9704,PROD_2211,3,1531,4593
ITEM_10705,ORD_9705,PROD_2117,3,1759,5277
ITEM_10706,ORD_9706,PROD_2015,1,1507,1507
ITEM_10707,ORD_9707,PROD_2062,3,1510,4530
ITEM_10708,ORD_9708,PROD_2025,1,845,845
ITEM_10709,ORD_9709,PROD_2161,1,4981,4981
ITEM_10710,ORD_9710,PROD_2216,3,1504,4512
ITEM_10711,ORD_9711,PROD_2080,1,3263,3263
ITEM_10712,ORD_9712,PROD_2237,2,1757,3514
ITEM_10713,ORD_9713,PROD_2104,1,4737,4737
ITEM_10714,ORD_9714,PROD_2119,3,3731,11193
ITEM_10715,ORD_9715,PROD_2237,2,1757,3514
ITEM_10716,ORD_9716,PROD_2034,1,3188,3188
ITEM_10717,ORD_9717,PROD_2187,3,1867,5601
ITEM_10718,ORD_9718,PROD_2105,3,2004,6012
ITEM_10719,ORD_9719,PROD_2150,2,4985,9970
ITEM_10720,ORD_9720,PROD_2166,3,1272,3816
ITEM_10721,ORD_9721,PROD_2140,3,3398,10194
ITEM_10722,ORD_9722,PROD_2049,2,2777,5554
ITEM_10723,ORD_9723,PROD_2135,1,1562,1562
ITEM_10724,ORD_9724,PROD_2052,2,2369,4738
ITEM_10725,ORD_9725,PROD_2026,2,2601,5202
ITEM_10726,ORD_9726,PROD_2185,2,2508,5016
ITEM_10727,ORD_9727,PROD_2170,1,4812,4812
ITEM_10728,ORD_9728,PROD_2012,1,4664,4664
ITEM_10729,ORD_9729,PROD_2098,1,3468,3468
ITEM_10730,ORD_9730,PROD_2187,1,1867,1867
ITEM_10731,ORD_9731,PROD_2247,1,3545,3545
ITEM_10732,ORD_9732,PROD_2237,2,1757,3514
ITEM_10733,ORD_9733,PROD_2198,1,816,816
ITEM_10734,ORD_9734,PROD_2106,2,781,1562
ITEM_10735,ORD_9735,PROD_2173,2,2372,4744
ITEM_10736,ORD_9736,PROD_2169,1,276,276
ITEM_10737,ORD_9737,PROD_2064,3,720,2160
ITEM_10738,ORD_9738,PROD_2025,3,845,2535
ITEM_10739,ORD_9739,PROD_2226,1,3076,3076
ITEM_10740,ORD_9740,PROD_2128,1,1703,1703
ITEM_10741,ORD_9741,PROD_2189,1,4202,4202
ITEM_10742,ORD_9742,PROD_2217,1,1085,1085
ITEM_10743,ORD_9743,PROD_2068,2,294,588
ITEM_10744,ORD_9744,PROD_2002,3,2453,7359
ITEM_10745,ORD_9745,PROD_2149,2,668,1336
ITEM_10746,ORD_9746,PROD_2106,3,781,2343
ITEM_10747,ORD_9747,PROD_2246,2,4354,8708
ITEM_10748,ORD_9748,PROD_2048,2,1928,3856
ITEM_10749,ORD_9749,PROD_2053,1,2220,2220
ITEM_10750,ORD_9750,PROD_2207,2,2244,4488
ITEM_10751,ORD_9751,PROD_2036,2,1916,3832
ITEM_10752,ORD_9752,PROD_2031,1,853,853
ITEM_10753,ORD_9753,PROD_2145,3,1755,5265
ITEM_10754,ORD_9754,PROD_2113,3,4617,13851
ITEM_10755,ORD_9755,PROD_2136,2,4178,8356
ITEM_10756,ORD_9756,PROD_2101,3,1191,3573
ITEM_10757,ORD_9757,PROD_2246,2,4354,8708
ITEM_10758,ORD_9758,PROD_2070,2,4598,9196
ITEM_10759,ORD_9759,PROD_2082,3,204,612
ITEM_10760,ORD_9760,PROD_2076,3,4358,13074
ITEM_10761,ORD_9761,PROD_2227,3,4373,13119
ITEM_10762,ORD_9762,PROD_2079,3,1829,5487
ITEM_10763,ORD_9763,PROD_2190,3,616,1848
ITEM_10764,ORD_9764,PROD_2068,3,294,882
ITEM_10765,ORD_9765,PROD_2090,3,4563,13689
ITEM_10766,ORD_9766,PROD_2138,3,680,2040
ITEM_10767,ORD_9767,PROD_2163,1,2336,2336
ITEM_10768,ORD_9768,PROD_2064,3,720,2160
ITEM_10769,ORD_9769,PROD_2012,1,4664,4664
ITEM_10770,ORD_9770,PROD_2130,2,817,1634
ITEM_10771,ORD_9771,PROD_2040,2,2205,4410
ITEM_10772,ORD_9772,PROD_2108,1,752,752
ITEM_10773,ORD_9773,PROD_2086,1,2161,2161
ITEM_10774,ORD_9774,PROD_2020,3,3312,9936
ITEM_10775,ORD_9775,PROD_2224,3,2889,8667
ITEM_10776,ORD_9776,PROD_2067,2,2259,4518
ITEM_10777,ORD_9777,PROD_2195,3,3819,11457
ITEM_10778,ORD_9778,PROD_2118,1,994,994
ITEM_10779,ORD_9779,PROD_2209,3,4786,14358
ITEM_10780,ORD_9780,PROD_2005,2,4667,9334
ITEM_10781,ORD_9781,PROD_2165,3,2375,7125
ITEM_10782,ORD_9782,PROD_2040,3,2205,6615
ITEM_10783,ORD_9783,PROD_2078,1,4358,4358
ITEM_10784,ORD_9784,PROD_2122,1,1006,1006
ITEM_10785,ORD_9785,PROD_2092,2,4093,8186
ITEM_10786,ORD_9786,PROD_2069,2,1138,2276
ITEM_10787,ORD_9787,PROD_2056,2,4980,9960
ITEM_10788,ORD_9788,PROD_2242,2,3733,7466
ITEM_10789,ORD_9789,PROD_2041,2,3986,7972
ITEM_10790,ORD_9790,PROD_2116,2,4074,8148
ITEM_10791,ORD_9791,PROD_2180,1,4743,4743
ITEM_10792,ORD_9792,PROD_2031,2,853,1706
ITEM_10793,ORD_9793,PROD_2102,2,2040,4080
ITEM_10794,ORD_9794,PROD_2037,3,2387,7161
ITEM_10795,ORD_9795,PROD_2089,1,4181,4181
ITEM_10796,ORD_9796,PROD_2236,3,3355,10065
ITEM_10797,ORD_9797,PROD_2117,3,1759,5277
ITEM_10798,ORD_9798,PROD_2107,1,682,682
ITEM_10799,ORD_9799,PROD_2164,2,2773,5546
ITEM_10800,ORD_9800,PROD_2030,3,2066,6198
ITEM_10801,ORD_9801,PROD_2097,2,1847,3694
ITEM_10802,ORD_9802,PROD_2176,1,2534,2534
ITEM_10803,ORD_9803,PROD_2231,3,4956,14868
ITEM_10804,ORD_9804,PROD_2074,3,226,678
ITEM_10805,ORD_9805,PROD_2080,1,3263,3263
ITEM_10806,ORD_9806,PROD_2055,1,4988,4988
ITEM_10807,ORD_9807,PROD_2115,3,4072,12216
ITEM_10808,ORD_9808,PROD_2086,3,2161,6483
ITEM_10809,ORD_9809,PROD_2054,3,4615,13845
ITEM_10810,ORD_9810,PROD_2188,1,2362,2362
ITEM_10811,ORD_9811,PROD_2012,2,4664,9328
ITEM_10812,ORD_9812,PROD_2026,2,2601,5202
ITEM_10813,ORD_9813,PROD_2214,2,3572,7144
ITEM_10814,ORD_9814,PROD_2039,2,1601,3202
ITEM_10815,ORD_9815,PROD_2212,1,3577,3577
ITEM_10816,ORD_9816,PROD_2115,1,4072,4072
ITEM_10817,ORD_9817,PROD_2136,2,4178,8356
ITEM_10818,ORD_9818,PROD_2114,3,4877,14631
ITEM_10819,ORD_9819,PROD_2148,3,699,2097
ITEM_10820,ORD_9820,PROD_2035,1,3232,3232
ITEM_10821,ORD_9821,PROD_2158,2,2216,4432
ITEM_10822,ORD_9822,PROD_2159,1,525,525
ITEM_10823,ORD_9823,PROD_2153,2,4360,8720
ITEM_10824,ORD_9824,PROD_2205,2,526,1052
ITEM_10825,ORD_9825,PROD_2095,3,3666,10998
ITEM_10826,ORD_9826,PROD_2173,3,2372,7116
ITEM_10827,ORD_9827,PROD_2080,3,3263,9789
ITEM_10828,ORD_9828,PROD_2091,1,1251,1251
ITEM_10829,ORD_9829,PROD_2189,3,4202,12606
ITEM_10830,ORD_9830,PROD_2246,3,4354,13062
ITEM_10831,ORD_9831,PROD_2142,1,3665,3665
ITEM_10832,ORD_9832,PROD_2099,1,3259,3259
ITEM_10833,ORD_9833,PROD_2080,1,3263,3263
ITEM_10834,ORD_9834,PROD_2107,3,682,2046
ITEM_10835,ORD_9835,PROD_2147,2,4944,9888
ITEM_10836,ORD_9836,PROD_2214,3,3572,10716
ITEM_10837,ORD_9837,PROD_2016,2,3662,7324
ITEM_10838,ORD_9838,PROD_2230,1,2339,2339
ITEM_10839,ORD_9839,PROD_2236,3,3355,10065
ITEM_10840,ORD_9840,PROD_2183,3,1076,3228
ITEM_10841,ORD_9841,PROD_2057,2,3165,6330
ITEM_10842,ORD_9842,PROD_2054,3,4615,13845
ITEM_10843,ORD_9843,PROD_2010,3,417,1251
ITEM_10844,ORD_9844,PROD_2213,3,1669,5007
ITEM_10845,ORD_9845,PROD_2084,1,359,359
ITEM_10846,ORD_9846,PROD_2168,2,2790,5580
ITEM_10847,ORD_9847,PROD_2166,3,1272,3816
ITEM_10848,ORD_9848,PROD_2234,2,2769,5538
ITEM_10849,ORD_9849,PROD_2159,1,525,525
ITEM_10850,ORD_9850,PROD_2152,1,1489,1489
ITEM_10851,ORD_9851,PROD_2012,2,4664,9328
ITEM_10852,ORD_9852,PROD_2023,3,3963,11889
ITEM_10853,ORD_9853,PROD_2217,3,1085,3255
ITEM_10854,ORD_9854,PROD_2100,1,4439,4439
ITEM_10855,ORD_9855,PROD_2200,1,495,495
ITEM_10856,ORD_9856,PROD_2026,1,2601,2601
ITEM_10857,ORD_9857,PROD_2065,1,3326,3326
ITEM_10858,ORD_9858,PROD_2237,3,1757,5271
ITEM_10859,ORD_9859,PROD_2185,1,2508,2508
ITEM_10860,ORD_9860,PROD_2025,2,845,1690
ITEM_10861,ORD_9861,PROD_2147,2,4944,9888
