shipping_id,order_id,delivery_status,shipping_date,return_date
SHIP_10996,ORD_4996,Delivered,2025-06-04,
SHIP_10997,ORD_4997,Returned,2025-10-13,2025-10-16
SHIP_10998,ORD_4998,Returned,2026-01-02,2026-01-09
SHIP_10999,ORD_4999,In Transit,2025-05-11,
SHIP_11000,ORD_5000,Delivered,2026-03-13,
SHIP_11001,ORD_5001,Returned,2025-06-06,2025-06-10
SHIP_11002,ORD_5002,Delivered,2025-07-03,
SHIP_11003,ORD_5003,Delivered,2026-01-20,
SHIP_11004,ORD_5004,In Transit,2025-11-05,
SHIP_11005,ORD_5005,Delivered,2025-10-28,
SHIP_11006,ORD_5006,Returned,2025-08-24,2025-08-28
SHIP_11007,ORD_5007,Delivered,2025-09-11,
SHIP_11008,ORD_5008,Delivered,2025-04-21,
SHIP_11009,ORD_5009,Returned,2026-01-16,2026-01-23
SHIP_11010,ORD_5010,Delivered,2025-06-28,
SHIP_11011,ORD_5011,Returned,2025-12-15,2025-12-18
SHIP_11012,ORD_5012,Delivered,2025-06-30,
SHIP_11013,ORD_5013,Delivered,2025-07-06,
SHIP_11014,ORD_5014,Returned,2026-03-13,2026-03-17
SHIP_11015,ORD_5015,Returned,2025-04-14,2025-04-20
SHIP_11016,ORD_5016,Cancelled,,
SHIP_11017,ORD_5017,In Transit,2025-11-25,
SHIP_11018,ORD_5018,Delivered,2025-06-20,
SHIP_11019,ORD_5019,Delivered,2026-01-25,
SHIP_11020,ORD_5020,Returned,2025-10-17,2025-10-23
SHIP_11021,ORD_5021,In Transit,2025-07-10,
SHIP_11022,ORD_5022,In Transit,2026-02-28,
SHIP_11023,ORD_5023,Delivered,2025-04-11,
SHIP_11024,ORD_5024,Delivered,2026-03-13,
SHIP_11025,ORD_5025,Delivered,2025-04-21,
SHIP_11026,ORD_5026,Delivered,2025-08-06,
SHIP_11027,ORD_5027,Cancelled,,
SHIP_11028,ORD_5028,Returned,2025-09-05,2025-09-10
SHIP_11029,ORD_5029,In Transit,2025-06-09,
SHIP_11030,ORD_5030,Delivered,2025-07-08,
SHIP_11031,ORD_5031,Delivered,2025-08-18,
SHIP_11032,ORD_5032,Delivered,2025-06-11,
SHIP_11033,ORD_5033,Delivered,2025-08-25,
SHIP_11034,ORD_5034,In Transit,2025-04-19,
SHIP_11035,ORD_5035,Delivered,2025-04-01,
SHIP_11036,ORD_5036,Returned,2025-09-11,2025-09-16
SHIP_11037,ORD_5037,Returned,2025-10-19,2025-10-24
SHIP_11038,ORD_5038,Delivered,2025-08-11,
SHIP_11039,ORD_5039,Delivered,2026-02-25,
SHIP_11040,ORD_5040,In Transit,2025-07-10,
SHIP_11041,ORD_5041,Delivered,2026-02-01,
SHIP_11042,ORD_5042,Delivered,2025-06-04,
SHIP_11043,ORD_5043,In Transit,2025-11-26,
SHIP_11044,ORD_5044,Returned,2025-07-05,2025-07-10
SHIP_11045,ORD_5045,Returned,2025-07-27,2025-08-01
SHIP_11046,ORD_5046,Delivered,2025-09-18,
SHIP_11047,ORD_5047,Delivered,2025-08-27,
SHIP_11048,ORD_5048,In Transit,2026-02-14,
SHIP_11049,ORD_5049,Delivered,2025-10-03,
SHIP_11050,ORD_5050,Delivered,2025-08-19,
SHIP_11051,ORD_5051,Returned,2025-09-26,2025-10-02
SHIP_11052,ORD_5052,Delivered,2025-03-31,
SHIP_11053,ORD_5053,Delivered,2026-01-05,
SHIP_11054,ORD_5054,Returned,2026-01-22,2026-01-27
SHIP_11055,ORD_5055,Cancelled,,
SHIP_11056,ORD_5056,Delivered,2025-04-04,
SHIP_11057,ORD_5057,Delivered,2025-06-10,
SHIP_11058,ORD_5058,Returned,2025-04-28,2025-05-02
SHIP_11059,ORD_5059,Delivered,2025-07-19,
SHIP_11060,ORD_5060,Returned,2026-02-25,2026-03-02
SHIP_11061,ORD_5061,Delivered,2025-05-17,
SHIP_11062,ORD_5062,Delivered,2025-11-06,
SHIP_11063,ORD_5063,Delivered,2025-06-16,
SHIP_11064,ORD_5064,Delivered,2026-03-08,
SHIP_11065,ORD_5065,Delivered,2026-02-08,
SHIP_11066,ORD_5066,Delivered,2025-03-31,
SHIP_11067,ORD_5067,In Transit,2025-04-10,
SHIP_11068,ORD_5068,Returned,2025-06-13,2025-06-20
SHIP_11069,ORD_5069,In Transit,2025-07-08,
SHIP_11070,ORD_5070,Delivered,2026-01-05,
SHIP_11071,ORD_5071,In Transit,2025-10-30,
SHIP_11072,ORD_5072,Delivered,2026-01-27,
SHIP_11073,ORD_5073,Delivered,2025-09-25,
SHIP_11074,ORD_5074,In Transit,2026-01-16,
SHIP_11075,ORD_5075,Delivered,2025-08-22,
SHIP_11076,ORD_5076,Delivered,2025-04-25,
SHIP_11077,ORD_5077,Cancelled,,
SHIP_11078,ORD_5078,Delivered,2025-06-30,
SHIP_11079,ORD_5079,Delivered,2026-02-22,
SHIP_11080,ORD_5080,Delivered,2025-07-21,
SHIP_11081,ORD_5081,Delivered,2026-02-25,
SHIP_11082,ORD_5082,Returned,2026-02-15,2026-02-19
SHIP_11083,ORD_5083,In Transit,2025-05-26,
SHIP_11084,ORD_5084,Delivered,2025-07-29,
SHIP_11085,ORD_5085,Cancelled,,
SHIP_11086,ORD_5086,Delivered,2025-04-27,
SHIP_11087,ORD_5087,In Transit,2025-07-20,
SHIP_11088,ORD_5088,Returned,2025-10-27,2025-11-01
SHIP_11089,ORD_5089,In Transit,2025-06-16,
SHIP_11090,ORD_5090,Returned,2025-09-20,2025-09-23
SHIP_11091,ORD_5091,Cancelled,,
SHIP_11092,ORD_5092,Delivered,2025-04-07,
SHIP_11093,ORD_5093,Delivered,2025-04-06,
SHIP_11094,ORD_5094,Returned,2026-01-02,2026-01-08
SHIP_11095,ORD_5095,Delivered,2026-01-14,
SHIP_11096,ORD_5096,Delivered,2025-11-23,
SHIP_11097,ORD_5097,Delivered,2025-10-15,
SHIP_11098,ORD_5098,Returned,2025-04-29,2025-05-06
SHIP_11099,ORD_5099,Delivered,2025-05-12,
SHIP_11100,ORD_5100,Returned,2025-07-13,2025-07-19
SHIP_11101,ORD_5101,Delivered,2025-07-05,
SHIP_11102,ORD_5102,Cancelled,,
SHIP_11103,ORD_5103,In Transit,2025-09-01,
SHIP_11104,ORD_5104,Returned,2025-05-13,2025-05-16
SHIP_11105,ORD_5105,Returned,2025-08-06,2025-08-13
SHIP_11106,ORD_5106,Delivered,2025-08-08,
SHIP_11107,ORD_5107,Cancelled,,
SHIP_11108,ORD_5108,Returned,2025-04-19,2025-04-26
SHIP_11109,ORD_5109,Delivered,2025-09-09,
SHIP_11110,ORD_5110,Delivered,2025-08-22,
SHIP_11111,ORD_5111,In Transit,2026-03-04,
SHIP_11112,ORD_5112,Delivered,2025-12-29,
SHIP_11113,ORD_5113,Delivered,2025-05-21,
SHIP_11114,ORD_5114,Delivered,2025-05-06,
SHIP_11115,ORD_5115,Returned,2025-12-30,2026-01-02
SHIP_11116,ORD_5116,Delivered,2025-07-05,
SHIP_11117,ORD_5117,Delivered,2025-12-13,
SHIP_11118,ORD_5118,In Transit,2026-02-17,
SHIP_11119,ORD_5119,Delivered,2025-07-23,
SHIP_11120,ORD_5120,In Transit,2025-08-14,
SHIP_11121,ORD_5121,Returned,2025-07-05,2025-07-10
SHIP_11122,ORD_5122,Delivered,2025-12-19,
SHIP_11123,ORD_5123,In Transit,2025-05-27,
SHIP_11124,ORD_5124,Returned,2025-05-27,2025-06-01
SHIP_11125,ORD_5125,Returned,2026-03-19,2026-03-25
SHIP_11126,ORD_5126,In Transit,2025-05-23,
SHIP_11127,ORD_5127,Delivered,2025-11-08,
SHIP_11128,ORD_5128,Returned,2025-05-04,2025-05-10
SHIP_11129,ORD_5129,In Transit,2025-08-12,
SHIP_11130,ORD_5130,Returned,2025-08-30,2025-09-04
SHIP_11131,ORD_5131,Returned,2026-01-01,2026-01-05
SHIP_11132,ORD_5132,Cancelled,,
SHIP_11133,ORD_5133,Delivered,2026-02-25,
SHIP_11134,ORD_5134,Delivered,2025-05-13,
SHIP_11135,ORD_5135,Cancelled,,
SHIP_11136,ORD_5136,Returned,2025-12-06,2025-12-12
SHIP_11137,ORD_5137,Cancelled,,
SHIP_11138,ORD_5138,In Transit,2026-01-09,
SHIP_11139,ORD_5139,Delivered,2025-10-01,
SHIP_11140,ORD_5140,Returned,2026-04-01,2026-04-06
SHIP_11141,ORD_5141,Delivered,2026-01-06,
SHIP_11142,ORD_5142,Delivered,2025-08-29,
SHIP_11143,ORD_5143,In Transit,2025-12-28,
SHIP_11144,ORD_5144,Delivered,2025-09-21,
SHIP_11145,ORD_5145,Delivered,2025-04-25,
SHIP_11146,ORD_5146,Delivered,2026-01-22,
SHIP_11147,ORD_5147,Cancelled,,
SHIP_11148,ORD_5148,Delivered,2026-01-03,
SHIP_11149,ORD_5149,Cancelled,,
SHIP_11150,ORD_5150,Delivered,2025-08-12,
SHIP_11151,ORD_5151,Cancelled,,
SHIP_11152,ORD_5152,Delivered,2025-10-13,
SHIP_11153,ORD_5153,Delivered,2025-06-25,
SHIP_11154,ORD_5154,In Transit,2025-04-09,
SHIP_11155,ORD_5155,Delivered,2026-02-05,
SHIP_11156,ORD_5156,Delivered,2026-03-10,
SHIP_11157,ORD_5157,In Transit,2025-08-13,
SHIP_11158,ORD_5158,Delivered,2025-08-08,
SHIP_11159,ORD_5159,Returned,2025-11-24,2025-11-28
SHIP_11160,ORD_5160,Delivered,2026-03-07,
SHIP_11161,ORD_5161,In Transit,2026-01-09,
SHIP_11162,ORD_5162,Returned,2025-06-24,2025-06-30
SHIP_11163,ORD_5163,Delivered,2025-04-22,
SHIP_11164,ORD_5164,Returned,2025-09-18,2025-09-25
SHIP_11165,ORD_5165,Returned,2025-07-04,2025-07-09
SHIP_11166,ORD_5166,In Transit,2025-07-04,
SHIP_11167,ORD_5167,Delivered,2025-07-18,
SHIP_11168,ORD_5168,Delivered,2025-07-28,
SHIP_11169,ORD_5169,Delivered,2025-10-21,
SHIP_11170,ORD_5170,Delivered,2025-12-13,
SHIP_11171,ORD_5171,In Transit,2025-07-06,
SHIP_11172,ORD_5172,Delivered,2025-08-22,
SHIP_11173,ORD_5173,Delivered,2025-04-05,
SHIP_11174,ORD_5174,Returned,2025-10-03,2025-10-10
SHIP_11175,ORD_5175,Cancelled,,
SHIP_11176,ORD_5176,Delivered,2026-02-26,
SHIP_11177,ORD_5177,Delivered,2025-10-21,
SHIP_11178,ORD_5178,In Transit,2025-05-16,
SHIP_11179,ORD_5179,Cancelled,,
SHIP_11180,ORD_5180,Cancelled,,
SHIP_11181,ORD_5181,Delivered,2025-09-13,
SHIP_11182,ORD_5182,In Transit,2025-05-21,
SHIP_11183,ORD_5183,Delivered,2025-07-26,
SHIP_11184,ORD_5184,Delivered,2025-07-06,
SHIP_11185,ORD_5185,Delivered,2025-05-27,
SHIP_11186,ORD_5186,Delivered,2026-01-10,
SHIP_11187,ORD_5187,In Transit,2025-12-30,
SHIP_11188,ORD_5188,Delivered,2025-05-02,
SHIP_11189,ORD_5189,In Transit,2025-07-31,
SHIP_11190,ORD_5190,In Transit,2025-06-11,
SHIP_11191,ORD_5191,Delivered,2025-12-17,
SHIP_11192,ORD_5192,Cancelled,,
SHIP_11193,ORD_5193,Delivered,2025-08-30,
SHIP_11194,ORD_5194,Returned,2025-09-21,2025-09-26
SHIP_11195,ORD_5195,In Transit,2026-02-20,
SHIP_11196,ORD_5196,Delivered,2025-11-14,
SHIP_11197,ORD_5197,Delivered,2025-08-26,
SHIP_11198,ORD_5198,Returned,2025-11-03,2025-11-10
SHIP_11199,ORD_5199,In Transit,2025-11-17,
SHIP_11200,ORD_5200,Returned,2025-04-05,2025-04-11
SHIP_11201,ORD_5201,Delivered,2025-07-23,
SHIP_11202,ORD_5202,Delivered,2026-03-29,
SHIP_11203,ORD_5203,Cancelled,,
SHIP_11204,ORD_5204,Returned,2026-03-23,2026-03-26
SHIP_11205,ORD_5205,Delivered,2025-09-22,
SHIP_11206,ORD_5206,Returned,2026-03-10,2026-03-15
SHIP_11207,ORD_5207,Delivered,2025-10-19,
SHIP_11208,ORD_5208,Returned,2026-01-22,2026-01-25
SHIP_11209,ORD_5209,Delivered,2025-07-15,
SHIP_11210,ORD_5210,Delivered,2025-12-17,
SHIP_11211,ORD_5211,Delivered,2026-03-16,
SHIP_11212,ORD_5212,Delivered,2026-01-27,
SHIP_11213,ORD_5213,Returned,2025-07-30,2025-08-02
SHIP_11214,ORD_5214,Delivered,2025-05-31,
SHIP_11215,ORD_5215,Delivered,2025-10-01,
SHIP_11216,ORD_5216,Delivered,2025-10-07,
SHIP_11217,ORD_5217,Delivered,2025-05-12,
SHIP_11218,ORD_5218,Delivered,2026-02-14,
SHIP_11219,ORD_5219,Delivered,2025-10-22,
SHIP_11220,ORD_5220,Delivered,2025-09-15,
SHIP_11221,ORD_5221,Delivered,2025-05-16,
SHIP_11222,ORD_5222,In Transit,2025-07-08,
SHIP_11223,ORD_5223,Delivered,2025-06-03,
SHIP_11224,ORD_5224,In Transit,2025-09-01,
SHIP_11225,ORD_5225,Delivered,2025-04-09,
SHIP_11226,ORD_5226,Delivered,2025-08-07,
SHIP_11227,ORD_5227,Cancelled,,
SHIP_11228,ORD_5228,Delivered,2025-06-26,
SHIP_11229,ORD_5229,Returned,2025-04-13,2025-04-20
SHIP_11230,ORD_5230,In Transit,2025-11-13,
SHIP_11231,ORD_5231,Delivered,2025-11-06,
SHIP_11232,ORD_5232,Delivered,2026-01-24,
SHIP_11233,ORD_5233,Returned,2025-10-15,2025-10-18
SHIP_11234,ORD_5234,In Transit,2025-05-03,
SHIP_11235,ORD_5235,In Transit,2025-04-20,
SHIP_11236,ORD_5236,Delivered,2025-05-23,
SHIP_11237,ORD_5237,Delivered,2025-10-27,
SHIP_11238,ORD_5238,In Transit,2025-06-21,
SHIP_11239,ORD_5239,Delivered,2026-03-09,
SHIP_11240,ORD_5240,Delivered,2025-09-08,
SHIP_11241,ORD_5241,Delivered,2026-02-02,
SHIP_11242,ORD_5242,Delivered,2025-04-12,
SHIP_11243,ORD_5243,Delivered,2026-01-28,
SHIP_11244,ORD_5244,In Transit,2025-09-23,
SHIP_11245,ORD_5245,Cancelled,,
SHIP_11246,ORD_5246,Delivered,2025-09-10,
SHIP_11247,ORD_5247,Delivered,2026-02-15,
SHIP_11248,ORD_5248,Delivered,2025-05-03,
SHIP_11249,ORD_5249,Returned,2025-07-16,2025-07-21
SHIP_11250,ORD_5250,Delivered,2025-07-08,
SHIP_11251,ORD_5251,Returned,2025-06-10,2025-06-13
SHIP_11252,ORD_5252,Delivered,2025-04-02,
SHIP_11253,ORD_5253,Delivered,2025-12-19,
SHIP_11254,ORD_5254,Returned,2025-11-06,2025-11-11
SHIP_11255,ORD_5255,Delivered,2025-04-13,
SHIP_11256,ORD_5256,Returned,2025-12-16,2025-12-21
SHIP_11257,ORD_5257,Delivered,2026-02-16,
SHIP_11258,ORD_5258,Cancelled,,
SHIP_11259,ORD_5259,Cancelled,,
SHIP_11260,ORD_5260,Delivered,2026-02-08,
SHIP_11261,ORD_5261,Delivered,2025-08-04,
SHIP_11262,ORD_5262,Delivered,2026-02-14,
SHIP_11263,ORD_5263,Delivered,2026-02-16,
SHIP_11264,ORD_5264,Delivered,2025-11-18,
SHIP_11265,ORD_5265,In Transit,2026-01-07,
SHIP_11266,ORD_5266,Delivered,2025-12-24,
SHIP_11267,ORD_5267,Returned,2025-10-25,2025-10-29
SHIP_11268,ORD_5268,Delivered,2025-10-15,
SHIP_11269,ORD_5269,Delivered,2026-02-20,
SHIP_11270,ORD_5270,Delivered,2025-08-09,
SHIP_11271,ORD_5271,Delivered,2025-04-11,
SHIP_11272,ORD_5272,Delivered,2025-06-19,
SHIP_11273,ORD_5273,Delivered,2026-02-23,
SHIP_11274,ORD_5274,In Transit,2026-02-14,
SHIP_11275,ORD_5275,Returned,2025-10-13,2025-10-19
SHIP_11276,ORD_5276,Returned,2025-12-24,2025-12-30
SHIP_11277,ORD_5277,Returned,2025-10-01,2025-10-08
SHIP_11278,ORD_5278,Returned,2026-01-13,2026-01-17
SHIP_11279,ORD_5279,Returned,2025-05-03,2025-05-09
SHIP_11280,ORD_5280,Returned,2026-01-19,2026-01-23
SHIP_11281,ORD_5281,Delivered,2026-03-02,
SHIP_11282,ORD_5282,Delivered,2026-03-19,
SHIP_11283,ORD_5283,Returned,2025-07-29,2025-08-01
SHIP_11284,ORD_5284,Delivered,2025-06-25,
SHIP_11285,ORD_5285,Returned,2025-11-10,2025-11-16
SHIP_11286,ORD_5286,Returned,2025-08-23,2025-08-28
SHIP_11287,ORD_5287,Delivered,2025-09-06,
SHIP_11288,ORD_5288,Returned,2026-03-17,2026-03-21
SHIP_11289,ORD_5289,Delivered,2025-05-26,
SHIP_11290,ORD_5290,Delivered,2026-04-01,
SHIP_11291,ORD_5291,In Transit,2025-12-20,
SHIP_11292,ORD_5292,Delivered,2025-11-13,
SHIP_11293,ORD_5293,In Transit,2025-05-08,
SHIP_11294,ORD_5294,Delivered,2026-02-15,
SHIP_11295,ORD_5295,Delivered,2025-09-17,
SHIP_11296,ORD_5296,Returned,2026-03-09,2026-03-14
SHIP_11297,ORD_5297,Returned,2025-12-14,2025-12-17
SHIP_11298,ORD_5298,Delivered,2025-04-04,
SHIP_11299,ORD_5299,Delivered,2026-02-03,
SHIP_11300,ORD_5300,In Transit,2025-11-29,
SHIP_11301,ORD_5301,Returned,2026-03-24,2026-03-27
SHIP_11302,ORD_5302,Delivered,2026-01-18,
SHIP_11303,ORD_5303,Cancelled,,
SHIP_11304,ORD_5304,Cancelled,,
SHIP_11305,ORD_5305,Delivered,2026-01-20,
SHIP_11306,ORD_5306,Delivered,2025-10-04,
SHIP_11307,ORD_5307,Delivered,2025-08-12,
SHIP_11308,ORD_5308,Returned,2026-02-17,2026-02-22
SHIP_11309,ORD_5309,Returned,2025-07-13,2025-07-19
SHIP_11310,ORD_5310,Delivered,2026-03-02,
SHIP_11311,ORD_5311,Delivered,2025-08-07,
SHIP_11312,ORD_5312,In Transit,2026-03-26,
SHIP_11313,ORD_5313,In Transit,2025-08-17,
SHIP_11314,ORD_5314,Returned,2025-07-02,2025-07-06
SHIP_11315,ORD_5315,Delivered,2025-10-25,
SHIP_11316,ORD_5316,Returned,2025-10-26,2025-11-01
SHIP_11317,ORD_5317,Delivered,2025-10-01,
SHIP_11318,ORD_5318,Delivered,2026-03-21,
SHIP_11319,ORD_5319,In Transit,2025-09-21,
SHIP_11320,ORD_5320,Delivered,2025-12-27,
SHIP_11321,ORD_5321,Returned,2025-09-24,2025-09-28
SHIP_11322,ORD_5322,Delivered,2025-07-21,
SHIP_11323,ORD_5323,In Transit,2026-03-25,
SHIP_11324,ORD_5324,In Transit,2026-01-10,
SHIP_11325,ORD_5325,Cancelled,,
SHIP_11326,ORD_5326,Delivered,2025-11-13,
SHIP_11327,ORD_5327,Delivered,2025-07-11,
SHIP_11328,ORD_5328,Delivered,2025-08-07,
SHIP_11329,ORD_5329,Delivered,2025-06-30,
SHIP_11330,ORD_5330,Cancelled,,
SHIP_11331,ORD_5331,Delivered,2025-12-11,
SHIP_11332,ORD_5332,Delivered,2025-04-27,
SHIP_11333,ORD_5333,Delivered,2026-01-26,
SHIP_11334,ORD_5334,Returned,2026-03-18,2026-03-25
SHIP_11335,ORD_5335,Delivered,2025-09-30,
SHIP_11336,ORD_5336,Delivered,2025-12-29,
SHIP_11337,ORD_5337,Returned,2025-04-22,2025-04-26
SHIP_11338,ORD_5338,Returned,2025-08-07,2025-08-14
SHIP_11339,ORD_5339,In Transit,2025-06-13,
SHIP_11340,ORD_5340,Returned,2025-08-16,2025-08-21
SHIP_11341,ORD_5341,Returned,2025-09-08,2025-09-12
SHIP_11342,ORD_5342,Delivered,2025-07-28,
SHIP_11343,ORD_5343,Delivered,2026-01-11,
SHIP_11344,ORD_5344,In Transit,2026-01-17,
SHIP_11345,ORD_5345,Delivered,2025-07-22,
SHIP_11346,ORD_5346,Delivered,2026-03-11,
SHIP_11347,ORD_5347,In Transit,2026-03-12,
SHIP_11348,ORD_5348,Cancelled,,
SHIP_11349,ORD_5349,Returned,2026-01-16,2026-01-22
SHIP_11350,ORD_5350,Delivered,2025-06-14,
SHIP_11351,ORD_5351,Delivered,2025-11-14,
SHIP_11352,ORD_5352,Cancelled,,
SHIP_11353,ORD_5353,Delivered,2025-08-29,
SHIP_11354,ORD_5354,Delivered,2025-07-19,
SHIP_11355,ORD_5355,Delivered,2026-03-02,
SHIP_11356,ORD_5356,Returned,2025-08-08,2025-08-14
SHIP_11357,ORD_5357,In Transit,2025-08-23,
SHIP_11358,ORD_5358,In Transit,2025-12-19,
SHIP_11359,ORD_5359,Returned,2025-08-14,2025-08-19
SHIP_11360,ORD_5360,Delivered,2025-08-19,
SHIP_11361,ORD_5361,Returned,2025-11-09,2025-11-14
SHIP_11362,ORD_5362,In Transit,2026-01-11,
SHIP_11363,ORD_5363,Cancelled,,
SHIP_11364,ORD_5364,In Transit,2025-07-17,
SHIP_11365,ORD_5365,In Transit,2026-02-25,
SHIP_11366,ORD_5366,Delivered,2025-09-27,
SHIP_11367,ORD_5367,Cancelled,,
SHIP_11368,ORD_5368,Delivered,2025-12-08,
SHIP_11369,ORD_5369,Delivered,2025-07-30,
SHIP_11370,ORD_5370,Returned,2025-08-23,2025-08-29
SHIP_11371,ORD_5371,Delivered,2026-02-08,
SHIP_11372,ORD_5372,Cancelled,,
SHIP_11373,ORD_5373,Delivered,2025-10-09,
SHIP_11374,ORD_5374,In Transit,2025-06-24,
SHIP_11375,ORD_5375,Delivered,2025-11-18,
SHIP_11376,ORD_5376,Returned,2025-12-21,2025-12-28
SHIP_11377,ORD_5377,Delivered,2025-09-02,
SHIP_11378,ORD_5378,Delivered,2025-09-14,
SHIP_11379,ORD_5379,Returned,2026-01-08,2026-01-11
SHIP_11380,ORD_5380,Returned,2025-12-02,2025-12-07
SHIP_11381,ORD_5381,In Transit,2025-11-23,
SHIP_11382,ORD_5382,Returned,2025-05-11,2025-05-16
SHIP_11383,ORD_5383,Delivered,2025-07-21,
SHIP_11384,ORD_5384,In Transit,2025-08-03,
SHIP_11385,ORD_5385,Returned,2025-11-13,2025-11-19
SHIP_11386,ORD_5386,Returned,2025-10-13,2025-10-19
SHIP_11387,ORD_5387,Delivered,2025-10-14,
SHIP_11388,ORD_5388,Delivered,2025-06-09,
SHIP_11389,ORD_5389,Returned,2026-02-12,2026-02-17
SHIP_11390,ORD_5390,Returned,2025-06-21,2025-06-28
SHIP_11391,ORD_5391,Delivered,2026-01-14,
SHIP_11392,ORD_5392,Delivered,2025-07-26,
SHIP_11393,ORD_5393,Delivered,2026-02-22,
SHIP_11394,ORD_5394,Returned,2025-05-17,2025-05-23
SHIP_11395,ORD_5395,In Transit,2025-10-07,
SHIP_11396,ORD_5396,Returned,2025-11-17,2025-11-20
SHIP_11397,ORD_5397,Delivered,2025-12-22,
SHIP_11398,ORD_5398,In Transit,2025-09-15,
SHIP_11399,ORD_5399,Cancelled,,
SHIP_11400,ORD_5400,In Transit,2025-07-16,
SHIP_11401,ORD_5401,In Transit,2025-08-07,
SHIP_11402,ORD_5402,Returned,2025-08-03,2025-08-10
SHIP_11403,ORD_5403,Delivered,2025-05-25,
SHIP_11404,ORD_5404,Delivered,2025-09-12,
SHIP_11405,ORD_5405,Delivered,2025-10-19,
SHIP_11406,ORD_5406,Delivered,2026-02-11,
SHIP_11407,ORD_5407,Delivered,2025-10-18,
SHIP_11408,ORD_5408,Cancelled,,
SHIP_11409,ORD_5409,Returned,2026-01-24,2026-01-30
SHIP_11410,ORD_5410,Delivered,2025-06-16,
SHIP_11411,ORD_5411,Delivered,2025-07-18,
SHIP_11412,ORD_5412,Delivered,2025-07-11,
SHIP_11413,ORD_5413,Cancelled,,
SHIP_11414,ORD_5414,In Transit,2025-10-10,
SHIP_11415,ORD_5415,Cancelled,,
SHIP_11416,ORD_5416,Delivered,2025-06-06,
SHIP_11417,ORD_5417,In Transit,2026-01-11,
SHIP_11418,ORD_5418,Delivered,2025-06-06,
SHIP_11419,ORD_5419,Cancelled,,
SHIP_11420,ORD_5420,Delivered,2025-05-07,
SHIP_11421,ORD_5421,Returned,2026-01-26,2026-01-30
SHIP_11422,ORD_5422,In Transit,2025-04-23,
SHIP_11423,ORD_5423,Delivered,2025-05-12,
SHIP_11424,ORD_5424,In Transit,2025-05-06,
SHIP_11425,ORD_5425,Delivered,2026-02-01,
SHIP_11426,ORD_5426,In Transit,2025-05-09,
SHIP_11427,ORD_5427,In Transit,2025-08-06,
SHIP_11428,ORD_5428,Delivered,2025-10-31,
SHIP_11429,ORD_5429,Returned,2025-12-14,2025-12-18
SHIP_11430,ORD_5430,Returned,2025-05-21,2025-05-24
SHIP_11431,ORD_5431,In Transit,2025-11-07,
SHIP_11432,ORD_5432,Delivered,2026-01-01,
SHIP_11433,ORD_5433,Delivered,2025-08-03,
SHIP_11434,ORD_5434,Delivered,2025-04-24,
SHIP_11435,ORD_5435,Delivered,2026-02-21,
SHIP_11436,ORD_5436,Delivered,2025-12-12,
SHIP_11437,ORD_5437,Delivered,2026-03-15,
SHIP_11438,ORD_5438,In Transit,2025-12-22,
SHIP_11439,ORD_5439,Delivered,2026-01-24,
SHIP_11440,ORD_5440,Delivered,2025-07-13,
SHIP_11441,ORD_5441,Delivered,2025-07-07,
SHIP_11442,ORD_5442,Returned,2026-03-12,2026-03-16
SHIP_11443,ORD_5443,In Transit,2025-12-15,
SHIP_11444,ORD_5444,Returned,2026-01-12,2026-01-15
SHIP_11445,ORD_5445,Delivered,2025-04-13,
SHIP_11446,ORD_5446,Returned,2025-07-31,2025-08-04
SHIP_11447,ORD_5447,In Transit,2026-01-18,
SHIP_11448,ORD_5448,In Transit,2025-10-29,
SHIP_11449,ORD_5449,Delivered,2025-04-15,
SHIP_11450,ORD_5450,Returned,2025-04-30,2025-05-05
SHIP_11451,ORD_5451,Delivered,2025-10-10,
SHIP_11452,ORD_5452,Cancelled,,
SHIP_11453,ORD_5453,Delivered,2025-07-25,
SHIP_11454,ORD_5454,In Transit,2025-04-09,
SHIP_11455,ORD_5455,In Transit,2025-08-08,
SHIP_11456,ORD_5456,In Transit,2025-05-21,
SHIP_11457,ORD_5457,Delivered,2026-03-29,
SHIP_11458,ORD_5458,Delivered,2025-10-12,
SHIP_11459,ORD_5459,Cancelled,,
SHIP_11460,ORD_5460,Returned,2025-05-20,2025-05-27
SHIP_11461,ORD_5461,Delivered,2025-08-23,
SHIP_11462,ORD_5462,Returned,2025-07-20,2025-07-24
SHIP_11463,ORD_5463,Delivered,2025-09-27,
SHIP_11464,ORD_5464,Returned,2025-06-08,2025-06-12
SHIP_11465,ORD_5465,Delivered,2025-11-27,
SHIP_11466,ORD_5466,Delivered,2025-10-18,
SHIP_11467,ORD_5467,Delivered,2025-10-20,
SHIP_11468,ORD_5468,Delivered,2026-01-23,
SHIP_11469,ORD_5469,Returned,2026-01-16,2026-01-19
SHIP_11470,ORD_5470,Delivered,2025-07-25,
SHIP_11471,ORD_5471,In Transit,2025-04-12,
SHIP_11472,ORD_5472,Cancelled,,
SHIP_11473,ORD_5473,Cancelled,,
SHIP_11474,ORD_5474,Cancelled,,
SHIP_11475,ORD_5475,Delivered,2026-02-25,
SHIP_11476,ORD_5476,Returned,2025-10-14,2025-10-19
SHIP_11477,ORD_5477,Delivered,2025-08-12,
SHIP_11478,ORD_5478,Delivered,2025-11-12,
SHIP_11479,ORD_5479,Delivered,2025-07-13,
SHIP_11480,ORD_5480,Returned,2025-05-14,2025-05-20
SHIP_11481,ORD_5481,In Transit,2026-03-11,
SHIP_11482,ORD_5482,Delivered,2026-01-11,
